model,R2_train_mean,R2_train_std,Corr_R2_val_mean,Corr_R2_val_std,MAPE_val_mean,MAPE_val_std,SMAPE_val_mean,SMAPE_val_std,RMSE_val_mean,RMSE_val_std,best_params,feature_selection,n_features,cv_strategy
HistGB_Poisson,0.966084282303568,0.004086456711509604,0.6934827224679013,0.23471977859539014,65.00338839698426,31.780688174512086,50.56704357797525,13.18910828375501,74.65749134087902,37.998699314640405,"{'min_samples_leaf': 10, 'max_iter': 500, 'max_depth': 7, 'learning_rate': 0.01, 'l2_regularization': 1.0}",Random_Forest,30,RepeatedKFold_5x10
HistGB_SquaredError,0.9468890441547522,0.011056109354090187,0.6694043856741788,0.235770052766319,76.37459517528693,41.36460558334142,53.01665928764981,14.037343474555131,82.32883391436562,35.84062880505825,"{'min_samples_leaf': 10, 'max_iter': 800, 'max_depth': 10, 'learning_rate': 0.01, 'l2_regularization': 10.0}",Random_Forest,30,RepeatedKFold_5x10
ExtraTrees,0.9553943498221606,0.004726178388930372,0.6828206110958402,0.24808378300989858,88.25865509174433,49.46264618351107,54.82237390289327,14.895349770546426,79.7121601733327,36.41496169706133,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 15}",Random_Forest,30,RepeatedKFold_5x10
GradientBoosting_Huber,0.9803911183987398,0.005687158474825868,0.6861168761801317,0.2244363966674792,74.20704339665714,36.197768394006154,57.01378796591561,13.553229880912863,78.11161062075554,33.99071393208903,"{'subsample': 0.8, 'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 10, 'max_depth': 3, 'learning_rate': 0.1, 'alpha': 0.9}",Random_Forest,30,RepeatedKFold_5x10
PoissonRegressor,0.7746726828793156,0.02229965547447366,0.6067069653802301,0.2809641798753185,79.88586120440048,26.56654456614446,56.14629296986399,14.091011262157705,93.69802503868546,55.0942972117503,{'alpha': 10.0},Random_Forest,30,RepeatedKFold_5x10
Bagging_HistGB,0.9197741402561571,0.00913554889099907,0.7026183206706136,0.24142204143364285,64.90451978366977,26.538629643604764,49.9763598260964,13.335685557900561,76.53250639927255,34.81033286652837,"{'max_features': 0.8, 'max_samples': 1.0, 'n_estimators': 15}",Random_Forest,30,RepeatedKFold_5x10
RandomForest,0.9279270353203959,0.006074937976009233,0.685806061351639,0.24245716458290775,91.60441272697115,45.91921872477933,55.37778429450608,13.911119056870021,79.00333048914727,36.62148364840235,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 0.5, 'max_depth': 20}",Random_Forest,30,RepeatedKFold_3x10
HistGB_Poisson,0.9661005085167887,0.004450534775170649,0.6947831088166228,0.22872219163661392,66.34881224037801,34.18505347591225,50.66749130503295,12.924886053266135,73.7215796659707,39.82601456537242,"{'min_samples_leaf': 10, 'max_iter': 500, 'max_depth': 7, 'learning_rate': 0.01, 'l2_regularization': 1.0}",Random_Forest,30,RepeatedKFold_3x10
HistGB_SquaredError,0.9459281381710051,0.011850219969635964,0.6739504645726572,0.23991898989608204,79.96713024063995,46.45739319947853,53.48359322585027,13.774935198078607,81.48021776036836,37.49025462179323,"{'min_samples_leaf': 10, 'max_iter': 800, 'max_depth': 10, 'learning_rate': 0.01, 'l2_regularization': 10.0}",Random_Forest,30,RepeatedKFold_3x10
ExtraTrees,0.9553118669937196,0.004969912955924016,0.6836734853900872,0.24562302592216412,89.1028280011018,47.96815817494439,55.00209948782659,13.435852243654477,79.64412621601,36.796476705472855,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 15}",Random_Forest,30,RepeatedKFold_3x10
GradientBoosting_Huber,0.9546959700051726,0.008064329677031832,0.6825073292292061,0.2191220213928057,83.34157663546961,49.81109577124843,54.1365708153155,12.87501780485076,79.05673054744744,34.835081200479976,"{'subsample': 0.8, 'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 3, 'max_depth': 5, 'learning_rate': 0.01, 'alpha': 0.8}",Random_Forest,30,RepeatedKFold_3x10
PoissonRegressor,0.7746760585981926,0.02121361120346969,0.6020766175793656,0.27359773359536554,81.12875514724917,23.24078589674437,56.29315174238524,11.924068162655647,95.37843913603226,52.4921792844652,{'alpha': 10.0},Random_Forest,30,RepeatedKFold_3x10
Bagging_HistGB,0.9158578468615246,0.010030584435339227,0.6985798003921582,0.24274110016999167,65.12126439979188,24.563118507219855,50.70866747097276,12.87633404366986,76.3709226618166,35.599897765214514,"{'max_features': 0.8, 'max_samples': 1.0, 'n_estimators': 10}",Random_Forest,30,RepeatedKFold_3x10
